species,observation_id,observation_url,photo_id,photo_url_original,licence,attribution,observer_login,observer_name,observed_on,place_guess,quality_grade,obscured,latitude,longitude,width,height,downloaded,file,size_obtained
Cyrtosperma merkusii,156567696,https://www.inaturalist.org/observations/156567696,270752704,https://inaturalist-open-data.s3.amazonaws.com/photos/270752704/original.jpeg,cc-by-nc,"(c) frx, some rights reserved (CC BY-NC)",frx,,2023-04-25,"Kuching, MY-SK, MY",research,False,1.5153646025,110.2911120281,1536,2048,yes,merkusii/inat-156567696-270752704-frx.jpg,original
Cyrtosperma merkusii,156567696,https://www.inaturalist.org/observations/156567696,270752726,https://inaturalist-open-data.s3.amazonaws.com/photos/270752726/original.jpeg,cc-by-nc,"(c) frx, some rights reserved (CC BY-NC)",frx,,2023-04-25,"Kuching, MY-SK, MY",research,False,1.5153646025,110.2911120281,1536,2048,yes,merkusii/inat-156567696-270752726-frx.jpg,original
Cyrtosperma merkusii,156567696,https://www.inaturalist.org/observations/156567696,270752742,https://inaturalist-open-data.s3.amazonaws.com/photos/270752742/original.jpeg,cc-by-nc,"(c) frx, some rights reserved (CC BY-NC)",frx,,2023-04-25,"Kuching, MY-SK, MY",research,False,1.5153646025,110.2911120281,1536,2048,yes,merkusii/inat-156567696-270752742-frx.jpg,original
Cyrtosperma merkusii,159342999,https://www.inaturalist.org/observations/159342999,275299482,https://inaturalist-open-data.s3.amazonaws.com/photos/275299482/original.jpeg,cc-by-nc,"(c) frx, some rights reserved (CC BY-NC)",frx,,2023-05-03,"Kuching, MY-SK, MY",research,False,1.5773764726,110.2607373521,2048,1536,yes,merkusii/inat-159342999-275299482-frx.jpg,original
Cyrtosperma merkusii,159342999,https://www.inaturalist.org/observations/159342999,275299517,https://inaturalist-open-data.s3.amazonaws.com/photos/275299517/original.jpeg,cc-by-nc,"(c) frx, some rights reserved (CC BY-NC)",frx,,2023-05-03,"Kuching, MY-SK, MY",research,False,1.5773764726,110.2607373521,1536,2048,yes,merkusii/inat-159342999-275299517-frx.jpg,original
Cyrtosperma merkusii,159342999,https://www.inaturalist.org/observations/159342999,275299561,https://inaturalist-open-data.s3.amazonaws.com/photos/275299561/original.jpeg,cc-by-nc,"(c) frx, some rights reserved (CC BY-NC)",frx,,2023-05-03,"Kuching, MY-SK, MY",research,False,1.5773764726,110.2607373521,1536,2048,yes,merkusii/inat-159342999-275299561-frx.jpg,original
Cyrtosperma merkusii,170259789,https://www.inaturalist.org/observations/170259789,295278973,https://inaturalist-open-data.s3.amazonaws.com/photos/295278973/original.jpg,cc-by-nc,"(c) lchalig, some rights reserved (CC BY-NC)",lchalig,,2023-06-15,"Bora Bora, French Polynesia, PF",needs_id,False,-16.5044359,-151.73865565,1536,2048,yes,merkusii/inat-170259789-295278973-lchalig.jpg,original
Cyrtosperma johnstonii,173123905,https://www.inaturalist.org/observations/173123905,300618022,https://inaturalist-open-data.s3.amazonaws.com/photos/300618022/original.jpeg,cc-by-nc,"(c) Marcos Mortara, some rights reserved (CC BY-NC)",marcosmortara,Marcos Mortara,2023-07-13,Jardim Botânico do Rio de Janeiro,casual,False,-22.9673717846,-43.2250381261,1365,2048,yes,johnstonii/inat-173123905-300618022-marcosmortara.jpg,original
Cyrtosperma johnstonii,173123905,https://www.inaturalist.org/observations/173123905,300618077,https://inaturalist-open-data.s3.amazonaws.com/photos/300618077/original.jpeg,cc-by-nc,"(c) Marcos Mortara, some rights reserved (CC BY-NC)",marcosmortara,Marcos Mortara,2023-07-13,Jardim Botânico do Rio de Janeiro,casual,False,-22.9673717846,-43.2250381261,1365,2048,yes,johnstonii/inat-173123905-300618077-marcosmortara.jpg,original
Cyrtosperma johnstonii,173123905,https://www.inaturalist.org/observations/173123905,300618137,https://inaturalist-open-data.s3.amazonaws.com/photos/300618137/original.jpeg,cc-by-nc,"(c) Marcos Mortara, some rights reserved (CC BY-NC)",marcosmortara,Marcos Mortara,2023-07-13,Jardim Botânico do Rio de Janeiro,casual,False,-22.9673717846,-43.2250381261,2048,1365,yes,johnstonii/inat-173123905-300618137-marcosmortara.jpg,original
Cyrtosperma johnstonii,173123905,https://www.inaturalist.org/observations/173123905,300618216,https://inaturalist-open-data.s3.amazonaws.com/photos/300618216/original.jpeg,cc-by-nc,"(c) Marcos Mortara, some rights reserved (CC BY-NC)",marcosmortara,Marcos Mortara,2023-07-13,Jardim Botânico do Rio de Janeiro,casual,False,-22.9673717846,-43.2250381261,1365,2048,yes,johnstonii/inat-173123905-300618216-marcosmortara.jpg,original
Cyrtosperma johnstonii,173123905,https://www.inaturalist.org/observations/173123905,300618239,https://inaturalist-open-data.s3.amazonaws.com/photos/300618239/original.jpeg,cc-by-nc,"(c) Marcos Mortara, some rights reserved (CC BY-NC)",marcosmortara,Marcos Mortara,2023-07-13,Jardim Botânico do Rio de Janeiro,casual,False,-22.9673717846,-43.2250381261,1365,2048,yes,johnstonii/inat-173123905-300618239-marcosmortara.jpg,original
Cyrtosperma,175319063,https://www.inaturalist.org/observations/175319063,304674975,https://inaturalist-open-data.s3.amazonaws.com/photos/304674975/original.jpeg,cc-by-nc,"(c) Akmal Idham, some rights reserved (CC BY-NC)",akmal_idham,Akmal Idham,2023-07-28,"Bukit Raja, Selangor, Malaysia",needs_id,False,3.16915,101.4977833333,893,2048,yes,sp/inat-175319063-304674975-akmal-idham.jpg,original
Cyrtosperma,175319063,https://www.inaturalist.org/observations/175319063,304675001,https://inaturalist-open-data.s3.amazonaws.com/photos/304675001/original.jpeg,cc-by-nc,"(c) Akmal Idham, some rights reserved (CC BY-NC)",akmal_idham,Akmal Idham,2023-07-28,"Bukit Raja, Selangor, Malaysia",needs_id,False,3.16915,101.4977833333,893,2048,yes,sp/inat-175319063-304675001-akmal-idham.jpg,original
Cyrtosperma,175319063,https://www.inaturalist.org/observations/175319063,304675018,https://inaturalist-open-data.s3.amazonaws.com/photos/304675018/original.jpeg,cc-by-nc,"(c) Akmal Idham, some rights reserved (CC BY-NC)",akmal_idham,Akmal Idham,2023-07-28,"Bukit Raja, Selangor, Malaysia",needs_id,False,3.16915,101.4977833333,893,2048,yes,sp/inat-175319063-304675018-akmal-idham.jpg,original
Cyrtosperma macrotum,178230144,https://www.inaturalist.org/observations/178230144,310097370,https://inaturalist-open-data.s3.amazonaws.com/photos/310097370/original.jpg,cc-by-nc,"(c) bernhardlettneraustria, some rights reserved (CC BY-NC)",bernhardlettneraustria,,2023-08-13,"Fakfak Tengah, Kabupaten Fakfak, West-Papua, ID",research,False,-2.9189798373,132.3162780818,1536,2048,yes,macrotum/inat-178230144-310097370-bernhardlettneraustria.jpg,original
Cyrtosperma macrotum,178345184,https://www.inaturalist.org/observations/178345184,310323699,https://inaturalist-open-data.s3.amazonaws.com/photos/310323699/original.jpg,cc-by-nc,"(c) bernhardlettneraustria, some rights reserved (CC BY-NC)",bernhardlettneraustria,,2023-08-14,"Jalan Hurimber - Baham - Bomberay, Kabupaten Fakfak, West-Papua, ID",research,False,-2.7423813393,132.3485925868,1536,2048,yes,macrotum/inat-178345184-310323699-bernhardlettneraustria.jpg,original
Cyrtosperma macrotum,178345184,https://www.inaturalist.org/observations/178345184,310323735,https://inaturalist-open-data.s3.amazonaws.com/photos/310323735/original.jpg,cc-by-nc,"(c) bernhardlettneraustria, some rights reserved (CC BY-NC)",bernhardlettneraustria,,2023-08-14,"Jalan Hurimber - Baham - Bomberay, Kabupaten Fakfak, West-Papua, ID",research,False,-2.7423813393,132.3485925868,1536,2048,yes,macrotum/inat-178345184-310323735-bernhardlettneraustria.jpg,original
Cyrtosperma macrotum,178345184,https://www.inaturalist.org/observations/178345184,310323788,https://inaturalist-open-data.s3.amazonaws.com/photos/310323788/original.jpg,cc-by-nc,"(c) bernhardlettneraustria, some rights reserved (CC BY-NC)",bernhardlettneraustria,,2023-08-14,"Jalan Hurimber - Baham - Bomberay, Kabupaten Fakfak, West-Papua, ID",research,False,-2.7423813393,132.3485925868,1536,2048,yes,macrotum/inat-178345184-310323788-bernhardlettneraustria.jpg,original
Cyrtosperma johnstonii,179546462,https://www.inaturalist.org/observations/179546462,312601339,https://inaturalist-open-data.s3.amazonaws.com/photos/312601339/original.jpeg,cc-by-sa,"(c) Manoj Karingamadathil, some rights reserved (CC BY-SA)",manojkmohan,Manoj Karingamadathil,2023-08-10,Singapore Botanic Gardens,casual,False,1.3208353084,103.8160655097,1365,2048,yes,johnstonii/inat-179546462-312601339-manojkmohan.jpg,original
Cyrtosperma macrotum,181756450,https://www.inaturalist.org/observations/181756450,316768069,https://inaturalist-open-data.s3.amazonaws.com/photos/316768069/original.jpeg,cc-by-nc,"(c) bernhardlettneraustria, some rights reserved (CC BY-NC)",bernhardlettneraustria,,2023-08-13,"Fakfak, Papua Barat, Indonesien",needs_id,False,-2.9202287181,132.317564155,2048,1365,yes,macrotum/inat-181756450-316768069-bernhardlettneraustria.jpg,original
Cyrtosperma,182013523,https://www.inaturalist.org/observations/182013523,317269560,https://inaturalist-open-data.s3.amazonaws.com/photos/317269560/original.jpeg,cc-by-nc,"(c) bernhardlettneraustria, some rights reserved (CC BY-NC)",bernhardlettneraustria,,2023-08-30,"Jayapura, Papua, Indonesien",needs_id,False,-2.5443871759,140.1430631493,2048,1365,yes,sp/inat-182013523-317269560-bernhardlettneraustria.jpg,original
Cyrtosperma johnstonii,183311032,https://www.inaturalist.org/observations/183311032,320960345,https://inaturalist-open-data.s3.amazonaws.com/photos/320960345/original.jpg,cc-by-nc,"(c) anapom, some rights reserved (CC BY-NC)",anapom,,2023-09-14,"Singapore Island, SG",research,False,1.2883556727,103.7887923557,1536,2048,yes,johnstonii/inat-183311032-320960345-anapom.jpg,original
Cyrtosperma johnstonii,183311032,https://www.inaturalist.org/observations/183311032,319787470,https://inaturalist-open-data.s3.amazonaws.com/photos/319787470/original.jpg,cc-by-nc,"(c) anapom, some rights reserved (CC BY-NC)",anapom,,2023-09-14,"Singapore Island, SG",research,False,1.2883556727,103.7887923557,1536,2048,yes,johnstonii/inat-183311032-319787470-anapom.jpg,original
Cyrtosperma johnstonii,183311032,https://www.inaturalist.org/observations/183311032,320960249,https://inaturalist-open-data.s3.amazonaws.com/photos/320960249/original.jpg,cc-by-nc,"(c) anapom, some rights reserved (CC BY-NC)",anapom,,2023-09-14,"Singapore Island, SG",research,False,1.2883556727,103.7887923557,1536,2048,yes,johnstonii/inat-183311032-320960249-anapom.jpg,original
Cyrtosperma johnstonii,183311032,https://www.inaturalist.org/observations/183311032,320960291,https://inaturalist-open-data.s3.amazonaws.com/photos/320960291/original.jpg,cc-by-nc,"(c) anapom, some rights reserved (CC BY-NC)",anapom,,2023-09-14,"Singapore Island, SG",research,False,1.2883556727,103.7887923557,1536,2048,yes,johnstonii/inat-183311032-320960291-anapom.jpg,original
Cyrtosperma johnstonii,183313867,https://www.inaturalist.org/observations/183313867,319793244,https://inaturalist-open-data.s3.amazonaws.com/photos/319793244/original.jpeg,cc-by-nc,"(c) pratyeka, some rights reserved (CC BY-NC)",pratyeka,,2023-09-14,"Lincoln Park, Chicago, IL, USA",casual,False,41.9242438482,-87.6353303343,946,2048,yes,johnstonii/inat-183313867-319793244-pratyeka.jpg,original
Cyrtosperma johnstonii,183313867,https://www.inaturalist.org/observations/183313867,319793261,https://inaturalist-open-data.s3.amazonaws.com/photos/319793261/original.jpeg,cc-by-nc,"(c) pratyeka, some rights reserved (CC BY-NC)",pratyeka,,2023-09-14,"Lincoln Park, Chicago, IL, USA",casual,False,41.9242438482,-87.6353303343,2048,946,yes,johnstonii/inat-183313867-319793261-pratyeka.jpg,original
Cyrtosperma johnstonii,184132168,https://www.inaturalist.org/observations/184132168,321342743,https://inaturalist-open-data.s3.amazonaws.com/photos/321342743/original.jpeg,cc-by-nc,"(c) hakkahamushi, some rights reserved (CC BY-NC)",hakkahamushi,,2023-09-17,日本、〒305-0005 茨城県つくば市天久保,casual,False,36.1013332711,140.1112886057,2048,1536,yes,johnstonii/inat-184132168-321342743-hakkahamushi.jpg,original
Cyrtosperma merkusii,185249056,https://www.inaturalist.org/observations/185249056,323506737,https://inaturalist-open-data.s3.amazonaws.com/photos/323506737/original.jpeg,cc-by-nc,"(c) joanalynnjohnny, some rights reserved (CC BY-NC)",joanalynnjohnny,,2023-09-28,"W5MM+XRG, Pohnpei 96941, Micronesia",casual,False,6.934909922,158.1863514706,1536,2048,yes,merkusii/inat-185249056-323506737-joanalynnjohnny.jpg,original
Cyrtosperma merkusii,185249056,https://www.inaturalist.org/observations/185249056,323506785,https://inaturalist-open-data.s3.amazonaws.com/photos/323506785/original.jpeg,cc-by-nc,"(c) joanalynnjohnny, some rights reserved (CC BY-NC)",joanalynnjohnny,,2023-09-28,"W5MM+XRG, Pohnpei 96941, Micronesia",casual,False,6.934909922,158.1863514706,1536,2048,yes,merkusii/inat-185249056-323506785-joanalynnjohnny.jpg,original
Cyrtosperma merkusii,185249056,https://www.inaturalist.org/observations/185249056,323506791,https://www.inaturalist.org/assets/copyright-infringement-original.png,cc-by-nc,"(c) joanalynnjohnny, some rights reserved (CC BY-NC)",joanalynnjohnny,,2023-09-28,"W5MM+XRG, Pohnpei 96941, Micronesia",casual,False,6.934909922,158.1863514706,144,125,listed but not served,merkusii/inat-185249056-323506791-joanalynnjohnny.jpg,
Cyrtosperma merkusii,185250084,https://www.inaturalist.org/observations/185250084,323508771,https://static.inaturalist.org/photos/323508771/original.jpeg,all rights reserved,"(c) Joana Amyda, all rights reserved",joana17264,Joana Amyda,2023-09-28,"Pohnrakied, Pohnpei, Micronesia",casual,False,6.9613583333,158.206205,1536,2048,yes,merkusii/inat-185250084-323508771-joana17264.jpg,original
Cyrtosperma merkusii,185250084,https://www.inaturalist.org/observations/185250084,323508805,https://static.inaturalist.org/photos/323508805/original.jpeg,all rights reserved,"(c) Joana Amyda, all rights reserved",joana17264,Joana Amyda,2023-09-28,"Pohnrakied, Pohnpei, Micronesia",casual,False,6.9613583333,158.206205,1536,2048,yes,merkusii/inat-185250084-323508805-joana17264.jpg,original
Cyrtosperma merkusii,185251017,https://www.inaturalist.org/observations/185251017,323510518,https://static.inaturalist.org/photos/323510518/original.jpeg,all rights reserved,"(c) Mesenda phillip, all rights reserved",mesenda1,Mesenda phillip,2023-09-28,"Kolonia, Pohnpei, Micronesia",casual,False,6.9606417794,158.213621825,1488,1984,yes,merkusii/inat-185251017-323510518-mesenda1.jpg,original
Cyrtosperma merkusii,185251017,https://www.inaturalist.org/observations/185251017,323510548,https://static.inaturalist.org/photos/323510548/original.jpeg,all rights reserved,"(c) Mesenda phillip, all rights reserved",mesenda1,Mesenda phillip,2023-09-28,"Kolonia, Pohnpei, Micronesia",casual,False,6.9606417794,158.213621825,1488,1984,yes,merkusii/inat-185251017-323510548-mesenda1.jpg,original
Cyrtosperma,185508310,https://www.inaturalist.org/observations/185508310,323980354,https://inaturalist-open-data.s3.amazonaws.com/photos/323980354/original.jpeg,cc-by-nc,"(c) Anne Heyerly, some rights reserved (CC BY-NC)",tanager912,Anne Heyerly,2023-07-07,"North Fly District, Papua New Guinea",needs_id,False,-6.002294445,141.3309333333,1536,2048,yes,sp/inat-185508310-323980354-tanager912.jpg,original
Cyrtosperma,186279401,https://www.inaturalist.org/observations/186279401,325506396,https://static.inaturalist.org/photos/325506396/original.jpeg,all rights reserved,"(c) anaxliyana, all rights reserved",anaxliyana,anaxliyana,,"50603 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",casual,False,3.1307075555,101.6581591219,1542,2048,yes,sp/inat-186279401-325506396-anaxliyana.jpg,original
Cyrtosperma merkusii,187337610,https://www.inaturalist.org/observations/187337610,327592839,https://static.inaturalist.org/photos/327592839/original.jpg,all rights reserved,"(c) Ryan Chia, all rights reserved",rchiacc,Ryan Chia,2023-10-12,"Tanglin, Singapore",needs_id,False,1.3210040577,103.8167781882,960,1280,yes,merkusii/inat-187337610-327592839-rchiacc.jpg,original
Cyrtosperma cuspidispathum,188122673,https://www.inaturalist.org/observations/188122673,329162767,https://inaturalist-open-data.s3.amazonaws.com/photos/329162767/original.jpeg,cc-by,"(c) Cheongweei Gan, some rights reserved (CC BY)",gancw1,Cheongweei Gan,2023-10-19,"Rhepang Muaib, Nimbokrang, Jayapura Regency, Papua, Indonesia",research,False,-2.5635697372,140.0990285352,1153,2048,yes,cuspidispathum/inat-188122673-329162767-gancw1.jpg,original
Cyrtosperma cuspidispathum,188122673,https://www.inaturalist.org/observations/188122673,329162782,https://inaturalist-open-data.s3.amazonaws.com/photos/329162782/original.jpeg,cc-by,"(c) Cheongweei Gan, some rights reserved (CC BY)",gancw1,Cheongweei Gan,2023-10-19,"Rhepang Muaib, Nimbokrang, Jayapura Regency, Papua, Indonesia",research,False,-2.5635697372,140.0990285352,1153,2048,yes,cuspidispathum/inat-188122673-329162782-gancw1.jpg,original
Cyrtosperma cuspidispathum,188122673,https://www.inaturalist.org/observations/188122673,329162812,https://inaturalist-open-data.s3.amazonaws.com/photos/329162812/original.jpeg,cc-by,"(c) Cheongweei Gan, some rights reserved (CC BY)",gancw1,Cheongweei Gan,2023-10-19,"Rhepang Muaib, Nimbokrang, Jayapura Regency, Papua, Indonesia",research,False,-2.5635697372,140.0990285352,1153,2048,yes,cuspidispathum/inat-188122673-329162812-gancw1.jpg,original
Cyrtosperma cuspidispathum,188882213,https://www.inaturalist.org/observations/188882213,330725236,https://inaturalist-open-data.s3.amazonaws.com/photos/330725236/original.jpeg,cc-by,"(c) Cheongweei Gan, some rights reserved (CC BY)",gancw1,Cheongweei Gan,2023-10-25,"Rangkendak, Kramongmongga, Fakfak Regency, West Papua, Indonesia",needs_id,False,-2.7090597083,132.3089639278,1153,2048,yes,cuspidispathum/inat-188882213-330725236-gancw1.jpg,original
Cyrtosperma johnstonii,189968441,https://www.inaturalist.org/observations/189968441,332914331,https://inaturalist-open-data.s3.amazonaws.com/photos/332914331/original.jpg,cc-by-nc,"(c) sdurak, some rights reserved (CC BY-NC)",sdurak,,2023-11-04,"Brooklyn Botanic Garden, New York, NY, US",casual,False,40.6658416062,-73.9619099324,1536,2048,yes,johnstonii/inat-189968441-332914331-sdurak.jpg,original
Cyrtosperma merkusii,191431128,https://www.inaturalist.org/observations/191431128,335822369,https://static.inaturalist.org/photos/335822369/original.jpg,all rights reserved,"(c) Chien Lee, all rights reserved",cclborneo,Chien Lee,2023-08-18,"Bahagian Betong, Sarawak, Malaysia",research,False,1.62838,111.055125,1080,720,yes,merkusii/inat-191431128-335822369-cclborneo.jpg,original
Cyrtosperma hambalii,191639045,https://www.inaturalist.org/observations/191639045,336241964,https://inaturalist-open-data.s3.amazonaws.com/photos/336241964/original.jpg,cc-by-nc-sa,"(c) Yanuar Ishaq Dc, some rights reserved (CC BY-NC-SA)",yanuar_idc,Yanuar Ishaq Dc,2023-11-21,"Sorong Timur, Sorong, West Papua, ID",research,False,-0.91902,131.33902,1152,2048,yes,hambalii/inat-191639045-336241964-yanuar-idc.jpg,original
Cyrtosperma hambalii,191639045,https://www.inaturalist.org/observations/191639045,336242049,https://inaturalist-open-data.s3.amazonaws.com/photos/336242049/original.jpg,cc-by-nc-sa,"(c) Yanuar Ishaq Dc, some rights reserved (CC BY-NC-SA)",yanuar_idc,Yanuar Ishaq Dc,2023-11-21,"Sorong Timur, Sorong, West Papua, ID",research,False,-0.91902,131.33902,1152,2048,yes,hambalii/inat-191639045-336242049-yanuar-idc.jpg,original
Cyrtosperma hambalii,191639045,https://www.inaturalist.org/observations/191639045,336242410,https://inaturalist-open-data.s3.amazonaws.com/photos/336242410/original.jpg,cc-by-nc-sa,"(c) Yanuar Ishaq Dc, some rights reserved (CC BY-NC-SA)",yanuar_idc,Yanuar Ishaq Dc,2023-11-21,"Sorong Timur, Sorong, West Papua, ID",research,False,-0.91902,131.33902,1152,2048,yes,hambalii/inat-191639045-336242410-yanuar-idc.jpg,original
Cyrtosperma hambalii,191639045,https://www.inaturalist.org/observations/191639045,336242512,https://inaturalist-open-data.s3.amazonaws.com/photos/336242512/original.jpg,cc-by-nc-sa,"(c) Yanuar Ishaq Dc, some rights reserved (CC BY-NC-SA)",yanuar_idc,Yanuar Ishaq Dc,2023-11-21,"Sorong Timur, Sorong, West Papua, ID",research,False,-0.91902,131.33902,1152,2048,yes,hambalii/inat-191639045-336242512-yanuar-idc.jpg,original
Cyrtosperma johnstonii,192807867,https://www.inaturalist.org/observations/192807867,338558245,https://inaturalist-open-data.s3.amazonaws.com/photos/338558245/original.jpg,cc-by-nc,"(c) Сергей, some rights reserved (CC BY-NC)",skorotkov,Сергей,2023-12-02,"Ботанический сад МГУ имени М. В. Ломоносова «АПТЕКАРСКИЙ ОГОРОД», Москва, Москва, RU",casual,False,55.7774666667,37.6345366667,1536,2048,yes,johnstonii/inat-192807867-338558245-skorotkov.jpg,original
Cyrtosperma merkusii,197766727,https://www.inaturalist.org/observations/197766727,348402680,https://static.inaturalist.org/photos/348402680/original.jpeg,all rights reserved,"(c) ชาฮิดะฮ ยุทธิอาท, all rights reserved",naturalist83670,ชาฮิดะฮ ยุทธิอาท,2024-01-28,,casual,False,,,1536,2048,yes,merkusii/inat-197766727-348402680-naturalist83670.jpg,original
Cyrtosperma merkusii,197766727,https://www.inaturalist.org/observations/197766727,348402765,https://static.inaturalist.org/photos/348402765/original.jpeg,all rights reserved,"(c) ชาฮิดะฮ ยุทธิอาท, all rights reserved",naturalist83670,ชาฮิดะฮ ยุทธิอาท,2024-01-28,,casual,False,,,1536,2048,yes,merkusii/inat-197766727-348402765-naturalist83670.jpg,original
Cyrtosperma merkusii,197766727,https://www.inaturalist.org/observations/197766727,348402825,https://static.inaturalist.org/photos/348402825/original.jpeg,all rights reserved,"(c) ชาฮิดะฮ ยุทธิอาท, all rights reserved",naturalist83670,ชาฮิดะฮ ยุทธิอาท,2024-01-28,,casual,False,,,2048,1536,yes,merkusii/inat-197766727-348402825-naturalist83670.jpg,original
Cyrtosperma merkusii,197766727,https://www.inaturalist.org/observations/197766727,348402881,https://static.inaturalist.org/photos/348402881/original.jpeg,all rights reserved,"(c) ชาฮิดะฮ ยุทธิอาท, all rights reserved",naturalist83670,ชาฮิดะฮ ยุทธิอาท,2024-01-28,,casual,False,,,2048,1536,yes,merkusii/inat-197766727-348402881-naturalist83670.jpg,original
Cyrtosperma merkusii,198042507,https://www.inaturalist.org/observations/198042507,348963932,https://inaturalist-open-data.s3.amazonaws.com/photos/348963932/original.jpg,cc-by-nc,"(c) Michal Hroneš, some rights reserved (CC BY-NC)",michal_hrones,Michal Hroneš,2024-01-29,,research,True,1.2351549396,103.7482456291,1536,2048,yes,merkusii/inat-198042507-348963932-michal-hrones.jpg,original
Cyrtosperma merkusii,198042507,https://www.inaturalist.org/observations/198042507,348963936,https://inaturalist-open-data.s3.amazonaws.com/photos/348963936/original.jpg,cc-by-nc,"(c) Michal Hroneš, some rights reserved (CC BY-NC)",michal_hrones,Michal Hroneš,2024-01-29,,research,True,1.2351549396,103.7482456291,1536,2048,yes,merkusii/inat-198042507-348963936-michal-hrones.jpg,original
Cyrtosperma merkusii,199325365,https://www.inaturalist.org/observations/199325365,351497775,https://inaturalist-open-data.s3.amazonaws.com/photos/351497775/original.jpg,cc-by-nc,"(c) nascimento1234, some rights reserved (CC BY-NC)",nascimento1234,,2024-02-13,Carauari/AM,casual,False,,,2048,2048,yes,merkusii/inat-199325365-351497775-nascimento1234.jpg,original
Cyrtosperma merkusii,199967042,https://www.inaturalist.org/observations/199967042,352718299,https://inaturalist-open-data.s3.amazonaws.com/photos/352718299/original.jpg,cc-by-nc,"(c) shanelliajibemai, some rights reserved (CC BY-NC)",shanelliajibemai,,2024-02-21,FM,casual,False,6.9120568414,158.1595761515,999,1320,yes,merkusii/inat-199967042-352718299-shanelliajibemai.jpg,original
Cyrtosperma merkusii,200060506,https://www.inaturalist.org/observations/200060506,352898058,https://inaturalist-open-data.s3.amazonaws.com/photos/352898058/original.jpg,cc-by-nc,"(c) jaseryleyangerbe, some rights reserved (CC BY-NC)",jaseryleyangerbe,,2024-02-22,"College of Micronesia - FSM, FM",casual,False,6.9093787816,158.1573161028,485,584,yes,merkusii/inat-200060506-352898058-jaseryleyangerbe.jpg,original
Cyrtosperma merkusii,200061257,https://www.inaturalist.org/observations/200061257,352899341,https://inaturalist-open-data.s3.amazonaws.com/photos/352899341/original.jpeg,cc-by-nc,"(c) leeilem, some rights reserved (CC BY-NC)",leeilem,,2024-02-22,"W555+V5V, Palikir, Pohnpei, Micronesia",casual,False,6.9094692264,158.1573973596,1536,2048,yes,merkusii/inat-200061257-352899341-leeilem.jpg,original
Cyrtosperma merkusii,200062071,https://www.inaturalist.org/observations/200062071,352901021,https://inaturalist-open-data.s3.amazonaws.com/photos/352901021/original.jpeg,cc-by-nc,"(c) jarrettailigtog, some rights reserved (CC BY-NC)",jarrettailigtog,,2024-02-22,"W555+V5V, Palikir, Pohnpei, Micronesia",casual,False,6.9093943371,158.1572558731,752,1003,yes,merkusii/inat-200062071-352901021-jarrettailigtog.jpg,original
Cyrtosperma merkusii,200067326,https://www.inaturalist.org/observations/200067326,352913234,https://inaturalist-open-data.s3.amazonaws.com/photos/352913234/original.jpeg,cc-by-nc,"(c) marslaiy, some rights reserved (CC BY-NC)",marslaiy,,2024-02-22,"Pohnpei, FM",casual,False,6.909677,158.1575064,1152,2048,yes,merkusii/inat-200067326-352913234-marslaiy.jpg,original
Cyrtosperma merkusii,200067344,https://www.inaturalist.org/observations/200067344,352912599,https://static.inaturalist.org/photos/352912599/original.jpg,all rights reserved,"(c) Ritarsky Torres, all rights reserved",ritarsky,Ritarsky Torres,2024-02-22,FM,casual,False,6.8747866061,158.1597920695,1536,2048,yes,merkusii/inat-200067344-352912599-ritarsky.jpg,original
Cyrtosperma merkusii,200067344,https://www.inaturalist.org/observations/200067344,352913987,https://static.inaturalist.org/photos/352913987/original.jpg,all rights reserved,"(c) Ritarsky Torres, all rights reserved",ritarsky,Ritarsky Torres,2024-02-22,FM,casual,False,6.8747866061,158.1597920695,1536,2048,yes,merkusii/inat-200067344-352913987-ritarsky.jpg,original
Cyrtosperma merkusii,200078882,https://www.inaturalist.org/observations/200078882,359660561,https://inaturalist-open-data.s3.amazonaws.com/photos/359660561/original.jpeg,cc-by-nc,"(c) jasireeleon, some rights reserved (CC BY-NC)",jasireeleon,,2024-02-22,"Sokehs, Pohnpei, Micronesia",casual,False,6.9688676489,158.1878561899,1536,2048,yes,merkusii/inat-200078882-359660561-jasireeleon.jpg,original
Cyrtosperma johnstonii,206748940,https://www.inaturalist.org/observations/206748940,365629700,https://static.inaturalist.org/photos/365629700/original.jpeg,all rights reserved,"(c) Dr Spood dude, all rights reserved",themoojuice,Dr Spood dude,2024-04-12,"Collins Ave at Cairns Botanic Gardens, Edge Hill QLD 4870, Australia",research,False,-16.9000155997,145.7482361,1536,2048,yes,johnstonii/inat-206748940-365629700-themoojuice.jpg,original
Cyrtosperma johnstonii,207864290,https://www.inaturalist.org/observations/207864290,367721175,https://inaturalist-open-data.s3.amazonaws.com/photos/367721175/original.jpeg,cc-by-nc,"(c) bicyclherbe, some rights reserved (CC BY-NC)",bicyclherbe,,2024-04-18,"Nong Bon, Prawet, Bangkok 10250, Thaïlande",casual,False,13.6912345,100.6638298,1536,2048,yes,johnstonii/inat-207864290-367721175-bicyclherbe.jpg,original
Cyrtosperma johnstonii,207864290,https://www.inaturalist.org/observations/207864290,367721217,https://inaturalist-open-data.s3.amazonaws.com/photos/367721217/original.jpeg,cc-by-nc,"(c) bicyclherbe, some rights reserved (CC BY-NC)",bicyclherbe,,2024-04-18,"Nong Bon, Prawet, Bangkok 10250, Thaïlande",casual,False,13.6912345,100.6638298,1536,2048,yes,johnstonii/inat-207864290-367721217-bicyclherbe.jpg,original
